skill_name	repo_spec	relative_path	discovered_from
pypict-claude-skill	omkamal/pypict-claude-skill	.	https://awesomeclaude.ai/awesome-claude-skills
pypict-skill	sickn33/antigravity-awesome-skills	skills/pypict-skill	https://github.com/sickn33/antigravity-awesome-skills
pysam	K-Dense-AI/claude-scientific-skills	scientific-skills/pysam	https://awesomeclaude.ai/awesome-claude-skills
pytdc	K-Dense-AI/claude-scientific-skills	scientific-skills/pytdc	https://awesomeclaude.ai/awesome-claude-skills
python-development-python-scaffold	sickn33/antigravity-awesome-skills	skills/python-development-python-scaffold	https://github.com/sickn33/antigravity-awesome-skills
python-fastapi-development	sickn33/antigravity-awesome-skills	skills/python-fastapi-development	https://github.com/sickn33/antigravity-awesome-skills
python-packaging	sickn33/antigravity-awesome-skills	skills/python-packaging	https://github.com/sickn33/antigravity-awesome-skills
python-patterns	sickn33/antigravity-awesome-skills	skills/python-patterns	https://github.com/sickn33/antigravity-awesome-skills
python-performance-optimization	sickn33/antigravity-awesome-skills	skills/python-performance-optimization	https://github.com/sickn33/antigravity-awesome-skills
python-pro	sickn33/antigravity-awesome-skills	skills/python-pro	https://github.com/sickn33/antigravity-awesome-skills
python-testing-patterns	sickn33/antigravity-awesome-skills	skills/python-testing-patterns	https://github.com/sickn33/antigravity-awesome-skills
pytorch-lightning	K-Dense-AI/claude-scientific-skills	scientific-skills/pytorch-lightning	https://awesomeclaude.ai/awesome-claude-skills
pyzotero	K-Dense-AI/claude-scientific-skills	scientific-skills/pyzotero	https://awesomeclaude.ai/awesome-claude-skills
qa-test-planner	davila7/claude-code-templates	cli-tool/components/skills/ai-research/qa-test-planner	https://www.aitmpl.com/
qbr-preparation	guia-matthieu/clawfu-skills	skills/customer-success/qbr-preparation	https://awesomeclaude.ai/awesome-claude-skills
qiskit	sickn33/antigravity-awesome-skills	skills/qiskit	https://github.com/sickn33/antigravity-awesome-skills
qms-audit-expert	davila7/claude-code-templates	cli-tool/components/skills/enterprise-communication/qms-audit-expert	https://www.aitmpl.com/
quaderno-automation	ComposioHQ/awesome-claude-skills	composio-skills/quaderno-automation	https://github.com/ComposioHQ/awesome-claude-skills
qualaroo-automation	ComposioHQ/awesome-claude-skills	composio-skills/qualaroo-automation	https://github.com/ComposioHQ/awesome-claude-skills
quality-documentation-manager	davila7/claude-code-templates	cli-tool/components/skills/enterprise-communication/quality-documentation-manager	https://www.aitmpl.com/
quality-manager-qmr	davila7/claude-code-templates	cli-tool/components/skills/enterprise-communication/quality-manager-qmr	https://www.aitmpl.com/
quality-manager-qms-iso13485	davila7/claude-code-templates	cli-tool/components/skills/enterprise-communication/quality-manager-qms-iso13485	https://www.aitmpl.com/
quality-nonconformance	sickn33/antigravity-awesome-skills	skills/quality-nonconformance	https://github.com/sickn33/antigravity-awesome-skills
quant-analyst	sickn33/antigravity-awesome-skills	skills/quant-analyst	https://github.com/sickn33/antigravity-awesome-skills
quickbooks-automation	ComposioHQ/awesome-claude-skills	composio-skills/quickbooks-automation	https://github.com/ComposioHQ/awesome-claude-skills
qutip	K-Dense-AI/claude-scientific-skills	scientific-skills/qutip	https://awesomeclaude.ai/awesome-claude-skills
qwen-edit	digitalsamba/claude-code-video-toolkit	.claude/skills/qwen-edit	https://awesomeclaude.ai/awesome-claude-skills
qwen-image	agentbay-ai/agentbay-skills	qwen-image	https://awesomeclaude.ai/awesome-claude-skills
qwen-wanx-comic-gen	agentbay-ai/agentbay-skills	qwen-wanx-comic-gen	https://awesomeclaude.ai/awesome-claude-skills
radar-automation	ComposioHQ/awesome-claude-skills	composio-skills/radar-automation	https://github.com/ComposioHQ/awesome-claude-skills
radical-candor	guia-matthieu/clawfu-skills	skills/leadership/radical-candor	https://awesomeclaude.ai/awesome-claude-skills
radix-ui-design-system	sickn33/antigravity-awesome-skills	skills/radix-ui-design-system	https://github.com/sickn33/antigravity-awesome-skills
raffle-winner-picker	ComposioHQ/awesome-claude-skills	raffle-winner-picker	https://github.com/ComposioHQ/awesome-claude-skills
rafflys-automation	ComposioHQ/awesome-claude-skills	composio-skills/rafflys-automation	https://github.com/ComposioHQ/awesome-claude-skills
rag-architect	jeffallan/claude-skills	skills/rag-architect	https://awesomeclaude.ai/awesome-claude-skills
rag-chroma	davila7/claude-code-templates	cli-tool/components/skills/ai-research/rag-chroma	https://www.aitmpl.com/
rag-engineer	sickn33/antigravity-awesome-skills	skills/rag-engineer	https://github.com/sickn33/antigravity-awesome-skills
rag-faiss	davila7/claude-code-templates	cli-tool/components/skills/ai-research/rag-faiss	https://www.aitmpl.com/
rag-implementation	sickn33/antigravity-awesome-skills	skills/rag-implementation	https://github.com/sickn33/antigravity-awesome-skills
rag-pinecone	davila7/claude-code-templates	cli-tool/components/skills/ai-research/rag-pinecone	https://www.aitmpl.com/
rag-qdrant	davila7/claude-code-templates	cli-tool/components/skills/ai-research/rag-qdrant	https://www.aitmpl.com/
rag-sentence-transformers	davila7/claude-code-templates	cli-tool/components/skills/ai-research/rag-sentence-transformers	https://www.aitmpl.com/
ragic-automation	ComposioHQ/awesome-claude-skills	composio-skills/ragic-automation	https://github.com/ComposioHQ/awesome-claude-skills
rails-expert	jeffallan/claude-skills	skills/rails-expert	https://awesomeclaude.ai/awesome-claude-skills
railway-docs	davila7/claude-code-templates	cli-tool/components/skills/railway/railway-docs	https://www.aitmpl.com/
raisely-automation	ComposioHQ/awesome-claude-skills	composio-skills/raisely-automation	https://github.com/ComposioHQ/awesome-claude-skills
ramp-automation	ComposioHQ/awesome-claude-skills	composio-skills/ramp-automation	https://github.com/ComposioHQ/awesome-claude-skills
ravenseotools-automation	ComposioHQ/awesome-claude-skills	composio-skills/ravenseotools-automation	https://github.com/ComposioHQ/awesome-claude-skills
rdkit	K-Dense-AI/claude-scientific-skills	scientific-skills/rdkit	https://awesomeclaude.ai/awesome-claude-skills
re-amaze-automation	ComposioHQ/awesome-claude-skills	composio-skills/re-amaze-automation	https://github.com/ComposioHQ/awesome-claude-skills
react-best-practices	sickn33/antigravity-awesome-skills	skills/react-best-practices	https://github.com/sickn33/antigravity-awesome-skills
react-dev	davila7/claude-code-templates	cli-tool/components/skills/development/react-dev	https://www.aitmpl.com/
react-expert	jeffallan/claude-skills	skills/react-expert	https://awesomeclaude.ai/awesome-claude-skills
react-flow-architect	sickn33/antigravity-awesome-skills	skills/react-flow-architect	https://github.com/sickn33/antigravity-awesome-skills
react-flow-node-ts	sickn33/antigravity-awesome-skills	skills/react-flow-node-ts	https://github.com/sickn33/antigravity-awesome-skills
react-modernization	sickn33/antigravity-awesome-skills	skills/react-modernization	https://github.com/sickn33/antigravity-awesome-skills
react-native-architecture	sickn33/antigravity-awesome-skills	skills/react-native-architecture	https://github.com/sickn33/antigravity-awesome-skills
react-native-expert	jeffallan/claude-skills	skills/react-native-expert	https://awesomeclaude.ai/awesome-claude-skills
react-nextjs-development	sickn33/antigravity-awesome-skills	skills/react-nextjs-development	https://github.com/sickn33/antigravity-awesome-skills
react-patterns	sickn33/antigravity-awesome-skills	skills/react-patterns	https://github.com/sickn33/antigravity-awesome-skills
react-state-management	sickn33/antigravity-awesome-skills	skills/react-state-management	https://github.com/sickn33/antigravity-awesome-skills
react-ui-patterns	sickn33/antigravity-awesome-skills	skills/react-ui-patterns	https://github.com/sickn33/antigravity-awesome-skills
react-useeffect	davila7/claude-code-templates	cli-tool/components/skills/development/react-useeffect	https://www.aitmpl.com/
reactome-database	K-Dense-AI/claude-scientific-skills	scientific-skills/reactome-database	https://awesomeclaude.ai/awesome-claude-skills
readme	sickn33/antigravity-awesome-skills	skills/readme	https://github.com/sickn33/antigravity-awesome-skills
realphonevalidation-automation	ComposioHQ/awesome-claude-skills	composio-skills/realphonevalidation-automation	https://github.com/ComposioHQ/awesome-claude-skills
recallai-automation	ComposioHQ/awesome-claude-skills	composio-skills/recallai-automation	https://github.com/ComposioHQ/awesome-claude-skills
receiving-code-review	sickn33/antigravity-awesome-skills	skills/receiving-code-review	https://github.com/sickn33/antigravity-awesome-skills
recommendation-canvas	deanpeters/Product-Manager-Skills	skills/recommendation-canvas	https://awesomeclaude.ai/awesome-claude-skills
recommendations	tasteray/skills@main:recommendations	recommendations	https://awesomeclaude.ai/awesome-claude-skills
recruitee-automation	ComposioHQ/awesome-claude-skills	composio-skills/recruitee-automation	https://github.com/ComposioHQ/awesome-claude-skills
red-team-tactics	sickn33/antigravity-awesome-skills	skills/red-team-tactics	https://github.com/sickn33/antigravity-awesome-skills
red-team-tools	sickn33/antigravity-awesome-skills	skills/red-team-tools	https://github.com/sickn33/antigravity-awesome-skills
reddit-automation	sickn33/antigravity-awesome-skills	skills/reddit-automation	https://github.com/sickn33/antigravity-awesome-skills
reducing-entropy	davila7/claude-code-templates	cli-tool/components/skills/productivity/reducing-entropy	https://www.aitmpl.com/
refactor-module	hashicorp/agent-skills	terraform/module-generation/skills/refactor-module	https://awesomeclaude.ai/awesome-claude-skills
refactoring-patterns	wondelai/skills	refactoring-patterns	https://awesomeclaude.ai/awesome-claude-skills
refactoring-ui	wondelai/skills	refactoring-ui	https://awesomeclaude.ai/awesome-claude-skills
reference-builder	sickn33/antigravity-awesome-skills	skills/reference-builder	https://github.com/sickn33/antigravity-awesome-skills
referral-program	sickn33/antigravity-awesome-skills	skills/referral-program	https://github.com/sickn33/antigravity-awesome-skills
refiner-automation	ComposioHQ/awesome-claude-skills	composio-skills/refiner-automation	https://github.com/ComposioHQ/awesome-claude-skills
regret-minimization	guia-matthieu/clawfu-skills	skills/thinking/regret-minimization	https://awesomeclaude.ai/awesome-claude-skills
regulatory-affairs-head	davila7/claude-code-templates	cli-tool/components/skills/enterprise-communication/regulatory-affairs-head	https://www.aitmpl.com/
rehabilitation-analyzer	sickn33/antigravity-awesome-skills	skills/rehabilitation-analyzer	https://github.com/sickn33/antigravity-awesome-skills
release-it	wondelai/skills	release-it	https://awesomeclaude.ai/awesome-claude-skills
remarkety-automation	ComposioHQ/awesome-claude-skills	composio-skills/remarkety-automation	https://github.com/ComposioHQ/awesome-claude-skills
remote-interview	guia-matthieu/clawfu-skills	skills/audio/remote-interview	https://awesomeclaude.ai/awesome-claude-skills
remote-retrieval-automation	ComposioHQ/awesome-claude-skills	composio-skills/remote-retrieval-automation	https://github.com/ComposioHQ/awesome-claude-skills
remotion	sickn33/antigravity-awesome-skills	skills/remotion	https://github.com/sickn33/antigravity-awesome-skills
remotion-best-practices	sickn33/antigravity-awesome-skills	skills/remotion-best-practices	https://github.com/sickn33/antigravity-awesome-skills
remotion-official	digitalsamba/claude-code-video-toolkit	.claude/skills/remotion-official	https://awesomeclaude.ai/awesome-claude-skills
remove-bg-automation	ComposioHQ/awesome-claude-skills	composio-skills/remove-bg-automation	https://github.com/ComposioHQ/awesome-claude-skills
render-automation	sickn33/antigravity-awesome-skills	skills/render-automation	https://github.com/sickn33/antigravity-awesome-skills
render-deploy	davila7/claude-code-templates	cli-tool/components/skills/development/render-deploy	https://www.aitmpl.com/
renderform-automation	ComposioHQ/awesome-claude-skills	composio-skills/renderform-automation	https://github.com/ComposioHQ/awesome-claude-skills
renewal-management	guia-matthieu/clawfu-skills	skills/customer-success/renewal-management	https://awesomeclaude.ai/awesome-claude-skills
repairshopr-automation	ComposioHQ/awesome-claude-skills	composio-skills/repairshopr-automation	https://github.com/ComposioHQ/awesome-claude-skills
replicate-automation	ComposioHQ/awesome-claude-skills	composio-skills/replicate-automation	https://github.com/ComposioHQ/awesome-claude-skills
reply-automation	ComposioHQ/awesome-claude-skills	composio-skills/reply-automation	https://github.com/ComposioHQ/awesome-claude-skills
reply-io-automation	ComposioHQ/awesome-claude-skills	composio-skills/reply-io-automation	https://github.com/ComposioHQ/awesome-claude-skills
report-generator	guia-matthieu/clawfu-skills	skills/automation/report-generator	https://awesomeclaude.ai/awesome-claude-skills
reputation-recovery	guia-matthieu/clawfu-skills	skills/crisis/reputation-recovery	https://awesomeclaude.ai/awesome-claude-skills
requesting-code-review	sickn33/antigravity-awesome-skills	skills/requesting-code-review	https://github.com/sickn33/antigravity-awesome-skills
requirements-clarity	davila7/claude-code-templates	cli-tool/components/skills/productivity/requirements-clarity	https://www.aitmpl.com/
research-engineer	davila7/claude-code-templates	cli-tool/components/skills/ai-research/research-engineer	https://www.aitmpl.com/
research-grants	K-Dense-AI/claude-scientific-skills	scientific-skills/research-grants	https://awesomeclaude.ai/awesome-claude-skills
research-lookup	K-Dense-AI/claude-scientific-skills	scientific-skills/research-lookup	https://awesomeclaude.ai/awesome-claude-skills
resend-automation	ComposioHQ/awesome-claude-skills	composio-skills/resend-automation	https://github.com/ComposioHQ/awesome-claude-skills
respond-io-automation	ComposioHQ/awesome-claude-skills	composio-skills/respond-io-automation	https://github.com/ComposioHQ/awesome-claude-skills
response-coordinator	guia-matthieu/clawfu-skills	skills/crisis/response-coordinator	https://awesomeclaude.ai/awesome-claude-skills
resume-screener	guia-matthieu/clawfu-skills	skills/hr-ops/resume-screener	https://awesomeclaude.ai/awesome-claude-skills
retailed-automation	ComposioHQ/awesome-claude-skills	composio-skills/retailed-automation	https://github.com/ComposioHQ/awesome-claude-skills
retellai-automation	ComposioHQ/awesome-claude-skills	composio-skills/retellai-automation	https://github.com/ComposioHQ/awesome-claude-skills
retently-automation	ComposioHQ/awesome-claude-skills	composio-skills/retently-automation	https://github.com/ComposioHQ/awesome-claude-skills
returns-reverse-logistics	sickn33/antigravity-awesome-skills	skills/returns-reverse-logistics	https://github.com/sickn33/antigravity-awesome-skills
rev-ai-automation	ComposioHQ/awesome-claude-skills	composio-skills/rev-ai-automation	https://github.com/ComposioHQ/awesome-claude-skills
revealjs	ryanbbrown/revealjs-skill@main	skills/revealjs	https://awesomeclaude.ai/awesome-claude-skills
revenue-attribution	guia-matthieu/clawfu-skills	skills/revops/revenue-attribution	https://awesomeclaude.ai/awesome-claude-skills
reverse-engineer	sickn33/antigravity-awesome-skills	skills/reverse-engineer	https://github.com/sickn33/antigravity-awesome-skills
reversible-decisions	guia-matthieu/clawfu-skills	skills/thinking/reversible-decisions	https://awesomeclaude.ai/awesome-claude-skills
review-implementing	mhattingpete/claude-skills-marketplace@main:engineering-workflow-plugin/skills/review-implementing	engineering-workflow-plugin/skills/review-implementing	https://awesomeclaude.ai/awesome-claude-skills
revolt-automation	ComposioHQ/awesome-claude-skills	composio-skills/revolt-automation	https://github.com/ComposioHQ/awesome-claude-skills
rfp-response	guia-matthieu/clawfu-skills	skills/legal/rfp-response	https://awesomeclaude.ai/awesome-claude-skills
ring-central-automation	ComposioHQ/awesome-claude-skills	composio-skills/ring-central-automation	https://github.com/ComposioHQ/awesome-claude-skills
ring_central-automation	ComposioHQ/awesome-claude-skills	composio-skills/ring_central-automation	https://github.com/ComposioHQ/awesome-claude-skills
rippling-automation	ComposioHQ/awesome-claude-skills	composio-skills/rippling-automation	https://github.com/ComposioHQ/awesome-claude-skills
risk-management-specialist	davila7/claude-code-templates	cli-tool/components/skills/enterprise-communication/risk-management-specialist	https://www.aitmpl.com/
risk-manager	sickn33/antigravity-awesome-skills	skills/risk-manager	https://github.com/sickn33/antigravity-awesome-skills
risk-metrics-calculation	sickn33/antigravity-awesome-skills	skills/risk-metrics-calculation	https://github.com/sickn33/antigravity-awesome-skills
ritekit-automation	ComposioHQ/awesome-claude-skills	composio-skills/ritekit-automation	https://github.com/ComposioHQ/awesome-claude-skills
rkvst-automation	ComposioHQ/awesome-claude-skills	composio-skills/rkvst-automation	https://github.com/ComposioHQ/awesome-claude-skills
rlm	guia-matthieu/clawfu-skills	skills/meta/rlm	https://awesomeclaude.ai/awesome-claude-skills
roadmap-planning	deanpeters/Product-Manager-Skills	skills/roadmap-planning	https://awesomeclaude.ai/awesome-claude-skills
robius-app-architecture	sickn33/antigravity-awesome-skills	skills/robius-app-architecture	https://github.com/sickn33/antigravity-awesome-skills
robius-event-action	sickn33/antigravity-awesome-skills	skills/robius-event-action	https://github.com/sickn33/antigravity-awesome-skills
robius-matrix-integration	sickn33/antigravity-awesome-skills	skills/robius-matrix-integration	https://github.com/sickn33/antigravity-awesome-skills
robius-state-management	sickn33/antigravity-awesome-skills	skills/robius-state-management	https://github.com/sickn33/antigravity-awesome-skills
robius-widget-patterns	sickn33/antigravity-awesome-skills	skills/robius-widget-patterns	https://github.com/sickn33/antigravity-awesome-skills
rocketlane-automation	ComposioHQ/awesome-claude-skills	composio-skills/rocketlane-automation	https://github.com/ComposioHQ/awesome-claude-skills
roier-seo	davila7/claude-code-templates	cli-tool/components/skills/web-development/roier-seo	https://www.aitmpl.com/
rootly-automation	ComposioHQ/awesome-claude-skills	composio-skills/rootly-automation	https://github.com/ComposioHQ/awesome-claude-skills
rosette-text-analytics-automation	ComposioHQ/awesome-claude-skills	composio-skills/rosette-text-analytics-automation	https://github.com/ComposioHQ/awesome-claude-skills
route4me-automation	ComposioHQ/awesome-claude-skills	composio-skills/route4me-automation	https://github.com/ComposioHQ/awesome-claude-skills
rowan	K-Dense-AI/claude-scientific-skills	scientific-skills/rowan	https://awesomeclaude.ai/awesome-claude-skills
ruby-pro	sickn33/antigravity-awesome-skills	skills/ruby-pro	https://github.com/sickn33/antigravity-awesome-skills
run-acceptance-tests	hashicorp/agent-skills	terraform/provider-development/skills/run-acceptance-tests	https://awesomeclaude.ai/awesome-claude-skills
runpod	digitalsamba/claude-code-video-toolkit	.claude/skills/runpod	https://awesomeclaude.ai/awesome-claude-skills
rust-async-patterns	sickn33/antigravity-awesome-skills	skills/rust-async-patterns	https://github.com/sickn33/antigravity-awesome-skills
rust-cli-builder	davila7/claude-code-templates	cli-tool/components/skills/development/rust-cli-builder	https://www.aitmpl.com/
rust-engineer	jeffallan/claude-skills	skills/rust-engineer	https://awesomeclaude.ai/awesome-claude-skills
rust-pro	sickn33/antigravity-awesome-skills	skills/rust-pro	https://github.com/sickn33/antigravity-awesome-skills
ruzzy	trailofbits/skills	plugins/testing-handbook-skills/skills/ruzzy	https://awesomeclaude.ai/awesome-claude-skills
saas-economics-efficiency-metrics	deanpeters/Product-Manager-Skills	skills/saas-economics-efficiency-metrics	https://awesomeclaude.ai/awesome-claude-skills
saas-mvp-launcher	sickn33/antigravity-awesome-skills	skills/saas-mvp-launcher	https://github.com/sickn33/antigravity-awesome-skills
saas-revenue-growth-metrics	deanpeters/Product-Manager-Skills	skills/saas-revenue-growth-metrics	https://awesomeclaude.ai/awesome-claude-skills
safety-alignment-constitutional-ai	davila7/claude-code-templates	cli-tool/components/skills/ai-research/safety-alignment-constitutional-ai	https://www.aitmpl.com/
safety-alignment-llamaguard	davila7/claude-code-templates	cli-tool/components/skills/ai-research/safety-alignment-llamaguard	https://www.aitmpl.com/
safety-alignment-nemo-guardrails	davila7/claude-code-templates	cli-tool/components/skills/ai-research/safety-alignment-nemo-guardrails	https://www.aitmpl.com/
safetyculture-automation	ComposioHQ/awesome-claude-skills	composio-skills/safetyculture-automation	https://github.com/ComposioHQ/awesome-claude-skills
saga-orchestration	sickn33/antigravity-awesome-skills	skills/saga-orchestration	https://github.com/sickn33/antigravity-awesome-skills
sage-automation	ComposioHQ/awesome-claude-skills	composio-skills/sage-automation	https://github.com/ComposioHQ/awesome-claude-skills
sales-automator	sickn33/antigravity-awesome-skills	skills/sales-automator	https://github.com/sickn33/antigravity-awesome-skills
sales-letter-writer	guia-matthieu/clawfu-skills	skills/content/sales-letter-writer	https://awesomeclaude.ai/awesome-claude-skills
sales-narrative	guia-matthieu/clawfu-skills	skills/sales/sales-narrative	https://awesomeclaude.ai/awesome-claude-skills
salesforce-automation	sickn33/antigravity-awesome-skills	skills/salesforce-automation	https://github.com/sickn33/antigravity-awesome-skills
salesforce-developer	jeffallan/claude-skills	skills/salesforce-developer	https://awesomeclaude.ai/awesome-claude-skills
salesforce-development	sickn33/antigravity-awesome-skills	skills/salesforce-development	https://github.com/sickn33/antigravity-awesome-skills
salesforce-marketing-cloud-automation	ComposioHQ/awesome-claude-skills	composio-skills/salesforce-marketing-cloud-automation	https://github.com/ComposioHQ/awesome-claude-skills
salesforce-service-cloud-automation	ComposioHQ/awesome-claude-skills	composio-skills/salesforce-service-cloud-automation	https://github.com/ComposioHQ/awesome-claude-skills
salesmate-automation	ComposioHQ/awesome-claude-skills	composio-skills/salesmate-automation	https://github.com/ComposioHQ/awesome-claude-skills
sam-altman	sickn33/antigravity-awesome-skills	skills/sam-altman	https://github.com/sickn33/antigravity-awesome-skills
sandler-system	guia-matthieu/clawfu-skills	skills/sales/sandler-system	https://awesomeclaude.ai/awesome-claude-skills
sankhya-dashboard-html-jsp-custom-best-pratices	sickn33/antigravity-awesome-skills	skills/sankhya-dashboard-html-jsp-custom-best-pratices	https://github.com/sickn33/antigravity-awesome-skills
sap-successfactors-automation	ComposioHQ/awesome-claude-skills	composio-skills/sap-successfactors-automation	https://github.com/ComposioHQ/awesome-claude-skills
sarif-parsing	trailofbits/skills	plugins/static-analysis/skills/sarif-parsing	https://awesomeclaude.ai/awesome-claude-skills
sast-configuration	sickn33/antigravity-awesome-skills	skills/sast-configuration	https://github.com/sickn33/antigravity-awesome-skills
satismeter-automation	ComposioHQ/awesome-claude-skills	composio-skills/satismeter-automation	https://github.com/ComposioHQ/awesome-claude-skills
scala-pro	sickn33/antigravity-awesome-skills	skills/scala-pro	https://github.com/sickn33/antigravity-awesome-skills
scanning-tools	sickn33/antigravity-awesome-skills	skills/scanning-tools	https://github.com/sickn33/antigravity-awesome-skills
scanpy	sickn33/antigravity-awesome-skills	skills/scanpy	https://github.com/sickn33/antigravity-awesome-skills
schema-markup	sickn33/antigravity-awesome-skills	skills/schema-markup	https://github.com/sickn33/antigravity-awesome-skills
scholar-evaluation	K-Dense-AI/claude-scientific-skills	scientific-skills/scholar-evaluation	https://awesomeclaude.ai/awesome-claude-skills
scientific-brainstorming	K-Dense-AI/claude-scientific-skills	scientific-skills/scientific-brainstorming	https://awesomeclaude.ai/awesome-claude-skills
scientific-critical-thinking	K-Dense-AI/claude-scientific-skills	scientific-skills/scientific-critical-thinking	https://awesomeclaude.ai/awesome-claude-skills
scientific-schematics	K-Dense-AI/claude-scientific-skills	scientific-skills/scientific-schematics	https://awesomeclaude.ai/awesome-claude-skills
scientific-slides	K-Dense-AI/claude-scientific-skills	scientific-skills/scientific-slides	https://awesomeclaude.ai/awesome-claude-skills
scientific-visualization	K-Dense-AI/claude-scientific-skills	scientific-skills/scientific-visualization	https://awesomeclaude.ai/awesome-claude-skills
scientific-writing	sickn33/antigravity-awesome-skills	skills/scientific-writing	https://github.com/sickn33/antigravity-awesome-skills
scikit-bio	K-Dense-AI/claude-scientific-skills	scientific-skills/scikit-bio	https://awesomeclaude.ai/awesome-claude-skills
scikit-learn	sickn33/antigravity-awesome-skills	skills/scikit-learn	https://github.com/sickn33/antigravity-awesome-skills
scikit-survival	K-Dense-AI/claude-scientific-skills	scientific-skills/scikit-survival	https://awesomeclaude.ai/awesome-claude-skills
scorecard-marketing	wondelai/skills	scorecard-marketing	https://awesomeclaude.ai/awesome-claude-skills
scrape-do-automation	ComposioHQ/awesome-claude-skills	composio-skills/scrape-do-automation	https://github.com/ComposioHQ/awesome-claude-skills
scrapegraph-ai-automation	ComposioHQ/awesome-claude-skills	composio-skills/scrapegraph-ai-automation	https://github.com/ComposioHQ/awesome-claude-skills
scrapfly-automation	ComposioHQ/awesome-claude-skills	composio-skills/scrapfly-automation	https://github.com/ComposioHQ/awesome-claude-skills
scrapingant-automation	ComposioHQ/awesome-claude-skills	composio-skills/scrapingant-automation	https://github.com/ComposioHQ/awesome-claude-skills
scrapingbee-automation	ComposioHQ/awesome-claude-skills	composio-skills/scrapingbee-automation	https://github.com/ComposioHQ/awesome-claude-skills
screen-reader-testing	sickn33/antigravity-awesome-skills	skills/screen-reader-testing	https://github.com/sickn33/antigravity-awesome-skills
screenshot	davila7/claude-code-templates	cli-tool/components/skills/media/screenshot	https://www.aitmpl.com/
screenshot-feature-extractor	davila7/claude-code-templates	cli-tool/components/skills/development/screenshot-feature-extractor	https://www.aitmpl.com/
screenshot-fyi-automation	ComposioHQ/awesome-claude-skills	composio-skills/screenshot-fyi-automation	https://github.com/ComposioHQ/awesome-claude-skills
screenshotone-automation	ComposioHQ/awesome-claude-skills	composio-skills/screenshotone-automation	https://github.com/ComposioHQ/awesome-claude-skills
screenshots	sickn33/antigravity-awesome-skills	skills/screenshots	https://github.com/sickn33/antigravity-awesome-skills
scroll-experience	sickn33/antigravity-awesome-skills	skills/scroll-experience	https://github.com/sickn33/antigravity-awesome-skills
scvelo	K-Dense-AI/claude-scientific-skills	scientific-skills/scvelo	https://awesomeclaude.ai/awesome-claude-skills
scvi-tools	K-Dense-AI/claude-scientific-skills	scientific-skills/scvi-tools	https://awesomeclaude.ai/awesome-claude-skills
sdk-developer	raintree-technology/claude-starter	.claude/skills/aptos/shelby/sdk-developer	https://awesomeclaude.ai/awesome-claude-skills
seaborn	sickn33/antigravity-awesome-skills	skills/seaborn	https://github.com/sickn33/antigravity-awesome-skills
search-specialist	sickn33/antigravity-awesome-skills	skills/search-specialist	https://github.com/sickn33/antigravity-awesome-skills
seat-geek-automation	ComposioHQ/awesome-claude-skills	composio-skills/seat-geek-automation	https://github.com/ComposioHQ/awesome-claude-skills
seatbelt-sandboxer	trailofbits/skills	plugins/seatbelt-sandboxer/skills/seatbelt-sandboxer	https://awesomeclaude.ai/awesome-claude-skills
second-opinion	trailofbits/skills	plugins/second-opinion/skills/second-opinion	https://awesomeclaude.ai/awesome-claude-skills
second-order-thinking	guia-matthieu/clawfu-skills	skills/thinking/second-order-thinking	https://awesomeclaude.ai/awesome-claude-skills
secrets-management	sickn33/antigravity-awesome-skills	skills/secrets-management	https://github.com/sickn33/antigravity-awesome-skills
secure-code-guardian	jeffallan/claude-skills	skills/secure-code-guardian	https://awesomeclaude.ai/awesome-claude-skills
secure-workflow-guide	trailofbits/skills	plugins/building-secure-contracts/skills/secure-workflow-guide	https://awesomeclaude.ai/awesome-claude-skills
security-audit	sickn33/antigravity-awesome-skills	skills/security-audit	https://github.com/sickn33/antigravity-awesome-skills
security-auditor	sickn33/antigravity-awesome-skills	skills/security-auditor	https://github.com/sickn33/antigravity-awesome-skills
security-best-practices	davila7/claude-code-templates	cli-tool/components/skills/security/security-best-practices	https://www.aitmpl.com/
security-bluebook-builder	sickn33/antigravity-awesome-skills	skills/security-bluebook-builder	https://github.com/sickn33/antigravity-awesome-skills
security-compliance	davila7/claude-code-templates	cli-tool/components/skills/development/security-compliance	https://www.aitmpl.com/
security-compliance-compliance-check	sickn33/antigravity-awesome-skills	skills/security-compliance-compliance-check	https://github.com/sickn33/antigravity-awesome-skills
security-ownership-map	davila7/claude-code-templates	cli-tool/components/skills/security/security-ownership-map	https://www.aitmpl.com/
security-requirement-extraction	sickn33/antigravity-awesome-skills	skills/security-requirement-extraction	https://github.com/sickn33/antigravity-awesome-skills
security-reviewer	jeffallan/claude-skills	skills/security-reviewer	https://awesomeclaude.ai/awesome-claude-skills
security-scanning-security-dependencies	sickn33/antigravity-awesome-skills	skills/security-scanning-security-dependencies	https://github.com/sickn33/antigravity-awesome-skills
security-scanning-security-hardening	sickn33/antigravity-awesome-skills	skills/security-scanning-security-hardening	https://github.com/sickn33/antigravity-awesome-skills
security-scanning-security-sast	sickn33/antigravity-awesome-skills	skills/security-scanning-security-sast	https://github.com/sickn33/antigravity-awesome-skills
security-threat-model	davila7/claude-code-templates	cli-tool/components/skills/security/security-threat-model	https://www.aitmpl.com/
securitytrails-automation	ComposioHQ/awesome-claude-skills	composio-skills/securitytrails-automation	https://github.com/ComposioHQ/awesome-claude-skills
seek-and-analyze-video	sickn33/antigravity-awesome-skills	skills/seek-and-analyze-video	https://github.com/sickn33/antigravity-awesome-skills
